	Stdev_slope	R2	Stdev_0.05	Stdev_0.1	Stdev_0.2	Stdev_0.3	Mean_0.05	Mean_0.1	Mean_0.2	Mean_0.3	Stdevnorm_0.05	Stdevnorm_0.1	Stdevnorm_0.2	Stdevnorm_0.3
3OAS100	0.5258017552433097	0.9999935595677855	0.008092495922390166	0.01618716468259297	0.03241251630427407	0.04872376771429762	0.3094945488675946	0.3094429081786249	0.30921805708227673	0.3088364124118419	0.026147458661225826	0.05231066621584677	0.10482090408985963	0.15776561880703086
3OAS120	0.6812305883142253	0.9999923034136551	0.00604820942656613	0.012101791549180056	0.02424594841749171	0.036472752132135314	0.17868674932440864	0.17867024255372604	0.17858756158006572	0.1784399367095133	0.033848113804933064	0.06773255230535132	0.13576504546550733	0.2043979212540867
3OAS121	0.9496286389236407	0.9999925074814042	0.006173659836075196	0.012348500949480418	0.02472392768824912	0.037154069467275334	0.13080779954318592	0.1307726656248989	0.13063049550221104	0.13039647570232857	0.04719641992018202	0.09442723286608057	0.18926612498251333	0.28493154640230706
3OAS140	0.6812305883074703	0.999992303413696	0.00604820942656613	0.012101791549180056	0.02424594841749171	0.036472752131760044	0.17868674932440864	0.17867024255372604	0.17858756158006572	0.17843993670968933	0.033848113804933064	0.06773255230535132	0.13576504546550733	0.204397921251782
3OAS141	0.9496286389236407	0.9999925074814042	0.006173659836075196	0.012348500949480418	0.02472392768824912	0.037154069467275334	0.13080779954318592	0.1307726656248989	0.13063049550221104	0.13039647570232857	0.04719641992018202	0.09442723286608057	0.18926612498251333	0.28493154640230706
3OAS160	0.9659710309523433	0.999992507141787	0.005329847681303314	0.010661890781303909	0.02135114595169868	0.032105542244747265	0.11099149189608204	0.11097765362180725	0.11090369984217806	0.11076776776610449	0.04802032651559894	0.09607241127693868	0.19251969034470906	0.2898455290038961
3OAS161	0.9496286389236407	0.9999925074814042	0.006173659836075196	0.012348500949480418	0.02472392768824912	0.037154069467275334	0.13080779954318592	0.1307726656248989	0.13063049550221104	0.13039647570232857	0.04719641992018202	0.09442723286608057	0.18926612498251333	0.28493154640230706
3OAS60	0.5258017552433097	0.9999935595677855	0.008092495922390166	0.01618716468259297	0.03241251630427407	0.04872376771429762	0.3094945488675946	0.3094429081786249	0.30921805708227673	0.3088364124118419	0.026147458661225826	0.05231066621584677	0.10482090408985963	0.15776561880703086
3OAS80	0.5258017552433097	0.9999935595677855	0.008092495922390166	0.01618716468259297	0.03241251630427407	0.04872376771429762	0.3094945488675946	0.3094429081786249	0.30921805708227673	0.3088364124118419	0.026147458661225826	0.05231066621584677	0.10482090408985963	0.15776561880703086
4HTHRA	2.488781021167068	0.9722467512163238	2.4579950312242696e-05	0.00013508469071537167	0.0002444965026126283	0.00027826492939477654	-0.0005734326974652597	-0.0005423615538968621	-0.0004500574291034463	-0.0004035489337226051	0.042864577518675284	0.2490676002839611	0.5432562308763277	0.6895444545668226
4HTHRK	2.488781021167068	0.9722467512163238	2.4579950312242696e-05	0.00013508469071537167	0.0002444965026126283	0.00027826492939477654	0.0005734326974652597	0.0005423615538968621	0.0004500574291034463	0.0004035489337226051	0.042864577518675284	0.2490676002839611	0.5432562308763277	0.6895444545668226
5DOAN	0.7761837839776625	0.9999992105884499	1.0771215135283292e-05	2.1549316331566264e-05	4.3168231809341156e-05	6.490609010972733e-05	0.00027824431786885236	0.0002782385644719885	0.00027838225512317804	0.00027874800291574723	0.03871135704686769	0.0774490638005564	0.1550681877702304	0.2328486282620847
A5PISO	0.98778459746892	0.9999950024274185	0.0016629203857920609	0.0033274006580494976	0.006666751266115629	0.010027696799506049	0.0338476287141633	0.03384629446595939	0.03384193086894383	0.033836084471880426	0.049129597817179536	0.09830915645421691	0.19699677574347846	0.29636102864796887
ACCOAC	0.5336925535332868	0.9999935530889627	0.05570958652965822	0.11143199391464689	0.22311872555964354	0.3353914994356687	2.0990275491048545	2.0986688372114664	2.097103959432448	2.094444692003517	0.026540664772797276	0.05309651143565285	0.10639373625522482	0.16013385348210737
